,id,date,city,pop,shop,brand,container,capacity,price,quantity,Comp
5854,5854,30/06/17,Assam,665871,Dealer_1,Club soda,plastic,600ml,20,27076,1.94
5855,5855,30/06/17,Assam,665871,Dealer_1,Apple,plastic,250ml,20,25190,2
5856,5856,30/06/17,Assam,665871,Dealer_1,Litchi,can,200ml,10,64056,0.4
5857,5857,30/06/17,Assam,665871,Dealer_1,Mango,plastic,600ml,35,37975,0.75
5858,5858,30/06/17,Assam,665871,Dealer_1,Mango,plastic,1.2lt,65,37878,1.19
5859,5859,30/06/17,Assam,665871,Dealer_1,Mango,plastic,250ml,15,42922,0.42
5861,5861,30/06/17,Assam,665871,Dealer_1,Lemon,plastic,250ml,10,31205,0.57
5862,5862,30/06/17,Arunanchal,138200,Dealer_2,Mango,Tetra pak,200ml,10,34847,1.28
5863,5863,30/06/17,Arunanchal,138200,Dealer_2,Club soda,plastic,600ml,20,41668,1.61
5865,5865,30/06/17,Arunanchal,138200,Dealer_2,Litchi,plastic,250ml,15,38383,1.04
5867,5867,30/06/17,Arunanchal,138200,Dealer_2,Litchi,can,200ml,10,42831,0.59
5868,5868,30/06/17,Arunanchal,138200,Dealer_2,Mango,plastic,600ml,35,52665,0.71
5869,5869,30/06/17,Arunanchal,138200,Dealer_2,Mango,plastic,1.2lt,65,44098,1.06
5871,5871,30/06/17,Arunanchal,138200,Dealer_2,Lemon,plastic,250ml,10,52396,0.45
5872,5872,30/06/17,Nagaland,168501,Dealer_6,Mango,Tetra pak,200ml,10,30384,1.39
5874,5874,30/06/17,Nagaland,168501,Dealer_6,Apple,plastic,250ml,20,43295,2
5875,5875,30/06/17,Nagaland,168501,Dealer_6,Litchi,can,200ml,10,64514,0.56
5876,5876,30/06/17,Nagaland,168501,Dealer_6,Mango,plastic,600ml,35,77063,0.73
5877,5877,30/06/17,Nagaland,168501,Dealer_6,Mango,plastic,1.2lt,65,57498,1.13
5878,5878,30/06/17,Nagaland,168501,Dealer_6,Mango,plastic,250ml,15,100678,0.34
5879,5879,30/06/17,Nagaland,168501,Dealer_6,Lemon,plastic,600ml,20,44914,1.04
5881,5881,30/06/17,Nagaland,168501,Dealer_6,Lemon,plastic,250ml,10,44419,0.65
5882,5882,30/06/17,Manipur,353001,Dealer_4,Zeera cola,plastic,200ml,12,19144,3.24
5883,5883,30/06/17,Manipur,353001,Dealer_4,Mango,Tetra pak,200ml,10,37991,1.17
5885,5885,30/06/17,Manipur,353001,Dealer_4,Litchi,plastic,250ml,15,37664,1.03
5886,5886,30/06/17,Manipur,353001,Dealer_4,Apple,plastic,250ml,20,37939,2
5887,5887,30/06/17,Manipur,353001,Dealer_4,Litchi,can,200ml,10,57820,0.53
5888,5888,30/06/17,Manipur,353001,Dealer_4,Mango,plastic,600ml,35,59074,0.68
5889,5889,30/06/17,Manipur,353001,Dealer_4,Mango,plastic,1.2lt,65,28875,1.47
5891,5891,30/06/17,Assam,665871,Dealer_3,Apple,plastic,600ml,35,14764,1.48
5892,5892,30/06/17,Assam,665871,Dealer_3,Zeera cola,plastic,200ml,12,11045,3.03
5893,5893,30/06/17,Assam,665871,Dealer_3,Zeera cola,can,300ml,20,30153,0.52
5894,5894,30/06/17,Assam,665871,Dealer_3,Mango,Tetra pak,200ml,10,30405,0.85
5895,5895,30/06/17,Assam,665871,Dealer_3,Club soda,plastic,600ml,20,18916,3
5896,5896,30/06/17,Assam,665871,Dealer_3,Litchi,plastic,250ml,15,29389,1
5897,5897,30/06/17,Assam,665871,Dealer_3,Apple,plastic,250ml,20,16087,2.43
5898,5898,30/06/17,Assam,665871,Dealer_3,Litchi,can,200ml,10,31080,0.58
5899,5899,30/06/17,Assam,665871,Dealer_3,Mango,plastic,600ml,35,42600,0.66
5900,5900,30/06/17,Assam,665871,Dealer_3,Mango,plastic,1.2lt,65,16765,1.56
5901,5901,30/06/17,Assam,665871,Dealer_3,Mango,plastic,250ml,15,40060,0.4
5902,5902,30/06/17,Assam,665871,Dealer_3,Lemon,plastic,600ml,20,11953,1.31
5904,5904,30/06/17,Assam,665871,Dealer_3,Lemon,plastic,250ml,10,31379,0.57
5905,5905,30/06/17,Meghalaya,144302,Dealer_5,Zeera cola,plastic,200ml,12,14929,2.51
5906,5906,30/06/17,Meghalaya,144302,Dealer_5,Club soda,plastic,600ml,20,26555,1.92
5908,5908,30/06/17,Meghalaya,144302,Dealer_5,Apple,plastic,250ml,20,32214,1.99
5909,5909,30/06/17,Meghalaya,144302,Dealer_5,Litchi,can,200ml,10,52322,0.33
5910,5910,30/06/17,Meghalaya,144302,Dealer_5,Mango,plastic,600ml,35,36422,0.72
5911,5911,30/06/17,Meghalaya,144302,Dealer_5,Mango,plastic,1.2lt,65,29966,1.17
5912,5912,30/06/17,Meghalaya,144302,Dealer_5,Mango,plastic,250ml,15,61554,0.34
5913,5913,30/06/17,Meghalaya,144302,Dealer_5,Lemon,plastic,600ml,20,41570,0.64
5914,5914,30/06/17,Meghalaya,144302,Dealer_5,Lemon,plastic,250ml,10,24597,0.65
5915,5915,30/06/17,Manipur,353001,Dealer_4,Apple,plastic,600ml,35,22215,1.43
5916,5916,30/06/17,Assam,665871,Dealer_1,Lemon,plastic,600ml,20,29265,0.92
5917,5917,30/06/17,Meghalaya,144302,Dealer_5,Zeera cola,can,300ml,20,19118,0.81
5919,5919,30/06/17,Nagaland,168501,Dealer_6,Zeera cola,plastic,200ml,12,26378,2.62
5920,5920,30/06/17,Manipur,353001,Dealer_4,Club soda,plastic,600ml,20,33177,2.49
5921,5921,30/06/17,Arunanchal,138200,Dealer_2,Lemon,plastic,600ml,20,36333,0.97
5922,5922,30/06/17,Meghalaya,144302,Dealer_5,Apple,plastic,600ml,35,16079,1.29
5923,5923,30/06/17,Manipur,353001,Dealer_4,Zeera cola,can,300ml,20,36043,0.63
5925,5925,30/06/17,Assam,665871,Dealer_1,Litchi,plastic,250ml,15,42665,0.86
5926,5926,30/06/17,Nagaland,168501,Dealer_6,Apple,plastic,600ml,35,28549,1.51
5927,5927,30/06/17,Arunanchal,138200,Dealer_2,Apple,plastic,600ml,35,21996,1.44
5928,5928,30/06/17,Arunanchal,138200,Dealer_2,Zeera cola,can,300ml,20,31760,0.8
5929,5929,30/06/17,Nagaland,168501,Dealer_6,Litchi,plastic,250ml,15,66333,0.9
5930,5930,30/06/17,Meghalaya,144302,Dealer_5,Litchi,plastic,250ml,15,35702,0.93
5932,5932,30/06/17,Nagaland,168501,Dealer_6,Zeera cola,can,300ml,20,58792,0.53
5933,5933,30/06/17,Nagaland,168501,Dealer_6,Club soda,plastic,600ml,20,48590,1.83
5934,5934,30/06/17,Arunanchal,138200,Dealer_2,Mango,plastic,250ml,15,63153,0.39
5935,5935,30/06/17,Manipur,353001,Dealer_4,Lemon,plastic,250ml,10,42700,0.55
5936,5936,30/06/17,Arunanchal,138200,Dealer_2,Zeera cola,plastic,200ml,12,18189,2.78
5937,5937,30/06/17,Manipur,353001,Dealer_4,Mango,plastic,250ml,15,85319,0.34
5938,5938,30/06/17,Meghalaya,144302,Dealer_5,Mango,Tetra pak,200ml,10,41929,0.72
5940,5940,31/07/17,Assam,665871,Dealer_1,Apple,plastic,600ml,35,20643,1.36
5941,5941,31/07/17,Assam,665871,Dealer_1,Zeera cola,plastic,200ml,12,15790,3.27
5942,5942,31/07/17,Assam,665871,Dealer_1,Zeera cola,can,300ml,20,18236,1.02
5943,5943,31/07/17,Assam,665871,Dealer_1,Mango,Tetra pak,200ml,10,31933,1.04
5944,5944,31/07/17,Assam,665871,Dealer_1,Club soda,plastic,600ml,20,37424,1.18
5946,5946,31/07/17,Assam,665871,Dealer_1,Litchi,plastic,250ml,15,41062,0.94
5947,5947,31/07/17,Assam,665871,Dealer_1,Apple,plastic,250ml,20,17998,2.42
5948,5948,31/07/17,Assam,665871,Dealer_1,Mango,plastic,600ml,35,45658,0.74
5949,5949,31/07/17,Assam,665871,Dealer_1,Mango,plastic,1.2lt,65,19786,1.62
5950,5950,31/07/17,Assam,665871,Dealer_1,Mango,plastic,250ml,15,55112,0.37
5951,5951,31/07/17,Assam,665871,Dealer_1,Lemon,plastic,600ml,20,30183,1.1
5953,5953,31/07/17,Arunanchal,138200,Dealer_2,Apple,plastic,600ml,35,27609,1.31
5954,5954,31/07/17,Arunanchal,138200,Dealer_2,Zeera cola,can,300ml,20,42805,0.49
5955,5955,31/07/17,Arunanchal,138200,Dealer_2,Club soda,plastic,600ml,20,44548.9,1.31
5958,5958,31/07/17,Arunanchal,138200,Dealer_2,Litchi,can,200ml,10,44106,0.61
5959,5959,31/07/17,Arunanchal,138200,Dealer_2,Mango,plastic,600ml,35,52517,0.75
5960,5960,31/07/17,Arunanchal,138200,Dealer_2,Mango,plastic,1.2lt,65,40219,1.34
5961,5961,31/07/17,Arunanchal,138200,Dealer_2,Mango,plastic,250ml,15,58192,0.44
5962,5962,31/07/17,Arunanchal,138200,Dealer_2,Lemon,plastic,600ml,20,37387,1.07
5964,5964,31/07/17,Arunanchal,138200,Dealer_2,Lemon,plastic,250ml,10,35034,0.67
5965,5965,31/07/17,Nagaland,168501,Dealer_6,Apple,plastic,600ml,35,41822,1.19
5966,5966,31/07/17,Nagaland,168501,Dealer_6,Zeera cola,plastic,200ml,12,23835,3.41
5968,5968,31/07/17,Nagaland,168501,Dealer_6,Litchi,plastic,250ml,15,50766,1.07
5969,5969,31/07/17,Nagaland,168501,Dealer_6,Apple,plastic,250ml,20,57048,1.93
5970,5970,31/07/17,Nagaland,168501,Dealer_6,Litchi,can,200ml,10,90751,0.5
5971,5971,31/07/17,Nagaland,168501,Dealer_6,Mango,plastic,1.2lt,65,52981,1.37
5972,5972,31/07/17,Nagaland,168501,Dealer_6,Mango,plastic,250ml,15,116770,0.3
5973,5973,31/07/17,Nagaland,168501,Dealer_6,Lemon,plastic,250ml,10,56253,0.6
5974,5974,31/07/17,Manipur,353001,Dealer_4,Apple,plastic,600ml,35,28306,1.3
5975,5975,31/07/17,Manipur,353001,Dealer_4,Zeera cola,can,300ml,20,21504,0.97
5977,5977,31/07/17,Manipur,353001,Dealer_4,Litchi,plastic,250ml,15,55400,0.88
5978,5978,31/07/17,Manipur,353001,Dealer_4,Apple,plastic,250ml,20,27656,2.44
5979,5979,31/07/17,Manipur,353001,Dealer_4,Litchi,can,200ml,10,71793,0.51
5980,5980,31/07/17,Manipur,353001,Dealer_4,Mango,plastic,600ml,35,74875,0.65
5981,5981,31/07/17,Manipur,353001,Dealer_4,Mango,plastic,1.2lt,65,61710,1.13
5982,5982,31/07/17,Manipur,353001,Dealer_4,Mango,plastic,250ml,15,94255,0.32
5983,5983,31/07/17,Manipur,353001,Dealer_4,Lemon,plastic,600ml,20,32341,1.13
5984,5984,31/07/17,Manipur,353001,Dealer_4,Lemon,plastic,250ml,10,55462,0.51
5985,5985,31/07/17,Assam,665871,Dealer_3,Apple,plastic,600ml,35,22051,1.03
5986,5986,31/07/17,Assam,665871,Dealer_3,Zeera cola,plastic,200ml,12,15692,2.14
5988,5988,31/07/17,Assam,665871,Dealer_3,Mango,Tetra pak,200ml,10,34350,0.94
5989,5989,31/07/17,Assam,665871,Dealer_3,Club soda,plastic,600ml,20,10742,3.46
5991,5991,31/07/17,Assam,665871,Dealer_3,Litchi,can,200ml,10,32606,0.65
5992,5992,31/07/17,Assam,665871,Dealer_3,Mango,plastic,600ml,35,47135,0.68
5993,5993,31/07/17,Assam,665871,Dealer_3,Mango,plastic,1.2lt,65,24671,1.33
5994,5994,31/07/17,Assam,665871,Dealer_3,Mango,plastic,250ml,15,55918,0.34
5995,5995,31/07/17,Assam,665871,Dealer_3,Lemon,plastic,600ml,20,36944,0.7
5996,5996,31/07/17,Assam,665871,Dealer_3,Lemon,plastic,250ml,10,38338,0.52
5997,5997,31/07/17,Meghalaya,144302,Dealer_5,Apple,plastic,600ml,35,16447,1.45
5998,5998,31/07/17,Meghalaya,144302,Dealer_5,Zeera cola,plastic,200ml,12,11390,4.03
5999,5999,31/07/17,Meghalaya,144302,Dealer_5,Zeera cola,can,300ml,20,16418,0.89
6000,6000,31/07/17,Meghalaya,144302,Dealer_5,Mango,Tetra pak,200ml,10,26925,1.34
6001,6001,31/07/17,Meghalaya,144302,Dealer_5,Club soda,plastic,600ml,20,26469,2.36
6003,6003,31/07/17,Meghalaya,144302,Dealer_5,Apple,plastic,250ml,20,43227,1.67
6004,6004,31/07/17,Meghalaya,144302,Dealer_5,Mango,plastic,600ml,35,37688,0.72
6005,6005,31/07/17,Meghalaya,144302,Dealer_5,Mango,plastic,1.2lt,65,44934,0.92
6006,6006,31/07/17,Meghalaya,144302,Dealer_5,Mango,plastic,250ml,15,42811,0.36
6007,6007,31/07/17,Meghalaya,144302,Dealer_5,Lemon,plastic,600ml,20,33649,0.75
6009,6009,31/07/17,Meghalaya,144302,Dealer_5,Lemon,plastic,250ml,10,51169,0.41
6010,6010,31/07/17,Nagaland,168501,Dealer_6,Mango,Tetra pak,200ml,10,54942,1.21
6011,6011,31/07/17,Nagaland,168501,Dealer_6,Club soda,plastic,600ml,20,51558,2
6012,6012,31/07/17,Arunanchal,138200,Dealer_2,Zeera cola,plastic,200ml,12,17945,3.5
6014,6014,31/07/17,Assam,665871,Dealer_3,Litchi,plastic,250ml,15,64035,0.66
6015,6015,31/07/17,Meghalaya,144302,Dealer_5,Litchi,can,200ml,10,47952,0.57
6017,6017,31/07/17,Nagaland,168501,Dealer_6,Mango,plastic,600ml,35,91946,0.68
6018,6018,31/07/17,Nagaland,168501,Dealer_6,Zeera cola,can,300ml,20,42216,0.78
6019,6019,31/07/17,Assam,665871,Dealer_1,Litchi,can,200ml,10,54928,0.53
6021,6021,31/07/17,Manipur,353001,Dealer_4,Zeera cola,plastic,200ml,12,22264,3
6022,6022,31/07/17,Manipur,353001,Dealer_4,Club soda,plastic,600ml,20,36880,2.35
6023,6023,31/07/17,Assam,665871,Dealer_3,Apple,plastic,250ml,20,35283,1.83
6024,6024,31/07/17,Arunanchal,138200,Dealer_2,Litchi,plastic,250ml,15,81051,0.76
6025,6025,31/07/17,Nagaland,168501,Dealer_6,Lemon,plastic,600ml,20,54493,0.93
6026,6026,31/07/17,Assam,665871,Dealer_1,Lemon,plastic,250ml,10,31232,0.65
6027,6027,31/07/17,Meghalaya,144302,Dealer_5,Litchi,plastic,250ml,15,37639,0.93
6028,6028,31/07/17,Manipur,353001,Dealer_4,Mango,Tetra pak,200ml,10,44287,1.12
6029,6029,31/07/17,Arunanchal,138200,Dealer_2,Mango,Tetra pak,200ml,10,51608,0.94
6030,6030,31/08/17,Assam,665871,Dealer_1,Zeera cola,plastic,200ml,12,9788,4.28
6031,6031,31/08/17,Assam,665871,Dealer_1,Mango,Tetra pak,200ml,10,21913,1.37
6033,6033,31/08/17,Assam,665871,Dealer_1,Litchi,plastic,250ml,15,24088,1.1
6034,6034,31/08/17,Assam,665871,Dealer_1,Apple,plastic,250ml,20,28081,1.83
6035,6035,31/08/17,Assam,665871,Dealer_1,Litchi,can,200ml,10,41106,0.57
6036,6036,31/08/17,Assam,665871,Dealer_1,Mango,plastic,600ml,35,39127,0.7
6037,6037,31/08/17,Assam,665871,Dealer_1,Mango,plastic,1.2lt,65,36220,1.18
6038,6038,31/08/17,Assam,665871,Dealer_1,Mango,plastic,250ml,15,54978,0.31
6039,6039,31/08/17,Assam,665871,Dealer_1,Lemon,plastic,600ml,20,32476,0.92
6041,6041,31/08/17,Assam,665871,Dealer_1,Lemon,plastic,250ml,10,35217,0.56
6042,6042,31/08/17,Arunanchal,138200,Dealer_2,Apple,plastic,600ml,35,20504,1.28
6043,6043,31/08/17,Arunanchal,138200,Dealer_2,Mango,Tetra pak,200ml,10,47088,0.99
6044,6044,31/08/17,Arunanchal,138200,Dealer_2,Club soda,plastic,600ml,20,34112.1,2.43
6045,6045,31/08/17,Arunanchal,138200,Dealer_2,Litchi,plastic,250ml,15,50996,0.82
6046,6046,31/08/17,Arunanchal,138200,Dealer_2,Apple,plastic,250ml,20,34258,1.9
6047,6047,31/08/17,Arunanchal,138200,Dealer_2,Mango,plastic,600ml,35,51019,0.7
6048,6048,31/08/17,Arunanchal,138200,Dealer_2,Mango,plastic,250ml,15,64079,0.34
6049,6049,31/08/17,Arunanchal,138200,Dealer_2,Lemon,plastic,600ml,20,26844,1.1
6051,6051,31/08/17,Arunanchal,138200,Dealer_2,Lemon,plastic,250ml,10,38350,0.58
6052,6052,31/08/17,Nagaland,168501,Dealer_6,Apple,plastic,600ml,35,33411,1.22
6053,6053,31/08/17,Nagaland,168501,Dealer_6,Zeera cola,plastic,200ml,12,15652,3.89
6054,6054,31/08/17,Nagaland,168501,Dealer_6,Zeera cola,can,300ml,20,48111,0.63
6055,6055,31/08/17,Nagaland,168501,Dealer_6,Mango,Tetra pak,200ml,10,66413,0.98
6056,6056,31/08/17,Nagaland,168501,Dealer_6,Club soda,plastic,600ml,20,43470,2.26
6058,6058,31/08/17,Nagaland,168501,Dealer_6,Litchi,plastic,250ml,15,73091,0.67
6059,6059,31/08/17,Nagaland,168501,Dealer_6,Litchi,can,200ml,10,62411,0.54
6060,6060,31/08/17,Nagaland,168501,Dealer_6,Mango,plastic,1.2lt,65,50758,1.23
6061,6061,31/08/17,Nagaland,168501,Dealer_6,Mango,plastic,250ml,15,113486,0.31
6062,6062,31/08/17,Nagaland,168501,Dealer_6,Lemon,plastic,600ml,20,53023,0.95
6063,6063,31/08/17,Nagaland,168501,Dealer_6,Lemon,plastic,250ml,10,64744,0.53
6064,6064,31/08/17,Manipur,353001,Dealer_4,Apple,plastic,600ml,35,18782,1.47
6065,6065,31/08/17,Manipur,353001,Dealer_4,Zeera cola,plastic,200ml,12,19696,2.76
6066,6066,31/08/17,Manipur,353001,Dealer_4,Zeera cola,can,300ml,20,24831,0.83
6067,6067,31/08/17,Manipur,353001,Dealer_4,Mango,Tetra pak,200ml,10,41183,1.22
6068,6068,31/08/17,Manipur,353001,Dealer_4,Club soda,plastic,600ml,20,39458,1.63
6070,6070,31/08/17,Manipur,353001,Dealer_4,Litchi,plastic,250ml,15,46357,0.92
6071,6071,31/08/17,Manipur,353001,Dealer_4,Apple,plastic,250ml,20,46604,1.56
6072,6072,31/08/17,Manipur,353001,Dealer_4,Litchi,can,200ml,10,68018,0.43
6073,6073,31/08/17,Manipur,353001,Dealer_4,Mango,plastic,600ml,35,60026,0.71
6075,6075,31/08/17,Assam,665871,Dealer_3,Mango,Tetra pak,200ml,10,17696,1.32
6076,6076,31/08/17,Assam,665871,Dealer_3,Club soda,plastic,600ml,20,15969,2.85
6078,6078,31/08/17,Assam,665871,Dealer_3,Litchi,plastic,250ml,15,15887,1.12
6079,6079,31/08/17,Assam,665871,Dealer_3,Litchi,can,200ml,10,35671,0.47
6080,6080,31/08/17,Assam,665871,Dealer_3,Mango,plastic,1.2lt,65,13485,1.58
6081,6081,31/08/17,Assam,665871,Dealer_3,Lemon,plastic,600ml,20,24068,0.97
6083,6083,31/08/17,Assam,665871,Dealer_3,Lemon,plastic,250ml,10,18021,0.66
6084,6084,31/08/17,Meghalaya,144302,Dealer_5,Apple,plastic,600ml,35,16399,1.22
6085,6085,31/08/17,Meghalaya,144302,Dealer_5,Zeera cola,plastic,200ml,12,17547,2.17
6086,6086,31/08/17,Meghalaya,144302,Dealer_5,Zeera cola,can,300ml,20,20839,0.79
6087,6087,31/08/17,Meghalaya,144302,Dealer_5,Mango,Tetra pak,200ml,10,40451,0.77
6088,6088,31/08/17,Meghalaya,144302,Dealer_5,Club soda,plastic,600ml,20,26784,1.61
6089,6089,31/08/17,Meghalaya,144302,Dealer_5,Litchi,plastic,250ml,15,40020,0.92
6090,6090,31/08/17,Meghalaya,144302,Dealer_5,Apple,plastic,250ml,20,24069,1.72
6092,6092,31/08/17,Meghalaya,144302,Dealer_5,Mango,plastic,600ml,35,43485,0.6
6093,6093,31/08/17,Meghalaya,144302,Dealer_5,Mango,plastic,1.2lt,65,43310,0.79
6094,6094,31/08/17,Meghalaya,144302,Dealer_5,Mango,plastic,250ml,15,51715,0.33
6095,6095,31/08/17,Meghalaya,144302,Dealer_5,Lemon,plastic,600ml,20,23725,0.98
6097,6097,31/08/17,Meghalaya,144302,Dealer_5,Lemon,plastic,250ml,10,27942,0.55
6098,6098,31/08/17,Manipur,353001,Dealer_4,Lemon,plastic,600ml,20,38390,0.97
6099,6099,31/08/17,Assam,665871,Dealer_3,Zeera cola,plastic,200ml,12,11850,2.9
6100,6100,31/08/17,Manipur,353001,Dealer_4,Lemon,plastic,250ml,10,33111,0.58
6101,6101,31/08/17,Assam,665871,Dealer_3,Apple,plastic,250ml,20,19407,1.89
6102,6102,31/08/17,Assam,665871,Dealer_1,Zeera cola,can,300ml,20,17218,0.93
6104,6104,31/08/17,Arunanchal,138200,Dealer_2,Zeera cola,can,300ml,20,30283,0.64
6105,6105,31/08/17,Manipur,353001,Dealer_4,Mango,plastic,250ml,15,50465,0.43
6106,6106,31/08/17,Nagaland,168501,Dealer_6,Mango,plastic,600ml,35,88528,0.66
6107,6107,31/08/17,Assam,665871,Dealer_3,Apple,plastic,600ml,35,13816,1.42
6108,6108,31/08/17,Arunanchal,138200,Dealer_2,Zeera cola,plastic,200ml,12,18161,2.83
6109,6109,31/08/17,Assam,665871,Dealer_3,Mango,plastic,250ml,15,49407,0.35
6110,6110,31/08/17,Arunanchal,138200,Dealer_2,Litchi,can,200ml,10,72353,0.38
6111,6111,31/08/17,Assam,665871,Dealer_3,Mango,plastic,600ml,35,47438,0.56
6113,6113,31/08/17,Assam,665871,Dealer_3,Zeera cola,can,300ml,20,16189,0.88
6114,6114,31/08/17,Assam,665871,Dealer_1,Club soda,plastic,600ml,20,26086,2.61
6115,6115,31/08/17,Assam,665871,Dealer_1,Apple,plastic,600ml,35,15175,1.48
6117,6117,31/08/17,Nagaland,168501,Dealer_6,Apple,plastic,250ml,20,51612,1.28
6119,6119,31/08/17,Arunanchal,138200,Dealer_2,Mango,plastic,1.2lt,65,28316,1.38
6120,6120,30/09/17,Assam,665871,Dealer_1,Zeera cola,plastic,200ml,12,11777,3.31
6121,6121,30/09/17,Assam,665871,Dealer_1,Mango,Tetra pak,200ml,10,23405,1.18
6122,6122,30/09/17,Assam,665871,Dealer_1,Club soda,plastic,600ml,20,17491,2.47
6124,6124,30/09/17,Assam,665871,Dealer_1,Litchi,plastic,250ml,15,43318,0.92
6125,6125,30/09/17,Assam,665871,Dealer_1,Apple,plastic,250ml,20,27436,1.71
6126,6126,30/09/17,Assam,665871,Dealer_1,Litchi,can,200ml,10,46982,0.46
6127,6127,30/09/17,Assam,665871,Dealer_1,Mango,plastic,600ml,35,42900,0.62
6128,6128,30/09/17,Assam,665871,Dealer_1,Mango,plastic,1.2lt,65,21654,1.47
6129,6129,30/09/17,Assam,665871,Dealer_1,Mango,plastic,250ml,15,39349,0.38
6130,6130,30/09/17,Assam,665871,Dealer_1,Lemon,plastic,600ml,20,20868,1.04
6132,6132,30/09/17,Assam,665871,Dealer_1,Lemon,plastic,250ml,10,10244,0.85
6133,6133,30/09/17,Arunanchal,138200,Dealer_2,Apple,plastic,600ml,35,9441,1.75
6134,6134,30/09/17,Arunanchal,138200,Dealer_2,Zeera cola,plastic,200ml,12,14901,2.84
6135,6135,30/09/17,Arunanchal,138200,Dealer_2,Zeera cola,can,300ml,20,23196,0.66
6136,6136,30/09/17,Arunanchal,138200,Dealer_2,Mango,Tetra pak,200ml,10,36267,0.98
6137,6137,30/09/17,Arunanchal,138200,Dealer_2,Club soda,plastic,600ml,20,23588.4,2.44
6139,6139,30/09/17,Arunanchal,138200,Dealer_2,Litchi,plastic,250ml,15,21690,1.15
6140,6140,30/09/17,Arunanchal,138200,Dealer_2,Apple,plastic,250ml,20,24822,1.82
6141,6141,30/09/17,Arunanchal,138200,Dealer_2,Litchi,can,200ml,10,70754,0.34
6142,6142,30/09/17,Arunanchal,138200,Dealer_2,Mango,plastic,600ml,35,46996,0.69
6143,6143,30/09/17,Arunanchal,138200,Dealer_2,Mango,plastic,1.2lt,65,34565,1.2
6144,6144,30/09/17,Arunanchal,138200,Dealer_2,Lemon,plastic,600ml,20,36296,0.74
6146,6146,30/09/17,Nagaland,168501,Dealer_6,Apple,plastic,600ml,35,25164,1.39
6147,6147,30/09/17,Nagaland,168501,Dealer_6,Zeera cola,plastic,200ml,12,19589,3.08
6148,6148,30/09/17,Nagaland,168501,Dealer_6,Zeera cola,can,300ml,20,44023,0.66
6149,6149,30/09/17,Nagaland,168501,Dealer_6,Mango,Tetra pak,200ml,10,39722,1.22
6150,6150,30/09/17,Nagaland,168501,Dealer_6,Club soda,plastic,600ml,20,28915,2.79
6152,6152,30/09/17,Nagaland,168501,Dealer_6,Litchi,plastic,250ml,15,58191,0.92
6153,6153,30/09/17,Nagaland,168501,Dealer_6,Apple,plastic,250ml,20,45100,1.28
6154,6154,30/09/17,Nagaland,168501,Dealer_6,Litchi,can,200ml,10,36552,0.66
6157,6157,30/09/17,Nagaland,168501,Dealer_6,Mango,plastic,250ml,15,87738,0.34
6158,6158,30/09/17,Nagaland,168501,Dealer_6,Lemon,plastic,600ml,20,37588,0.99
6160,6160,30/09/17,Nagaland,168501,Dealer_6,Lemon,plastic,250ml,10,54155,0.41
6161,6161,30/09/17,Manipur,353001,Dealer_4,Zeera cola,plastic,200ml,12,24654,1.52
6162,6162,30/09/17,Manipur,353001,Dealer_4,Zeera cola,can,300ml,20,20712,0.81
6163,6163,30/09/17,Manipur,353001,Dealer_4,Mango,Tetra pak,200ml,10,34046,1.15
6165,6165,30/09/17,Manipur,353001,Dealer_4,Apple,plastic,250ml,20,27898,1.95
6166,6166,30/09/17,Manipur,353001,Dealer_4,Litchi,can,200ml,10,42236,0.57
6167,6167,30/09/17,Manipur,353001,Dealer_4,Mango,plastic,600ml,35,66638,0.58
6168,6168,30/09/17,Manipur,353001,Dealer_4,Mango,plastic,1.2lt,65,34794,1.21
6169,6169,30/09/17,Manipur,353001,Dealer_4,Mango,plastic,250ml,15,69082,0.3
6171,6171,30/09/17,Manipur,353001,Dealer_4,Lemon,plastic,250ml,10,36002,0.46
6172,6172,30/09/17,Assam,665871,Dealer_3,Apple,plastic,600ml,35,14093,1.17
6173,6173,30/09/17,Assam,665871,Dealer_3,Zeera cola,plastic,200ml,12,7596,3.22
6174,6174,30/09/17,Assam,665871,Dealer_3,Zeera cola,can,300ml,20,19822,0.61
6175,6175,30/09/17,Assam,665871,Dealer_3,Mango,Tetra pak,200ml,10,20205,1.04
6176,6176,30/09/17,Assam,665871,Dealer_3,Club soda,plastic,600ml,20,10325,3.16
6178,6178,30/09/17,Assam,665871,Dealer_3,Litchi,can,200ml,10,48353,0.41
6179,6179,30/09/17,Assam,665871,Dealer_3,Mango,plastic,600ml,35,27549,0.71
6180,6180,30/09/17,Assam,665871,Dealer_3,Mango,plastic,1.2lt,65,24668,1.08
6181,6181,30/09/17,Assam,665871,Dealer_3,Lemon,plastic,600ml,20,23256,0.85
6183,6183,30/09/17,Assam,665871,Dealer_3,Lemon,plastic,250ml,10,22074,0.51
6184,6184,30/09/17,Meghalaya,144302,Dealer_5,Apple,plastic,600ml,35,12052,1.36
6185,6185,30/09/17,Meghalaya,144302,Dealer_5,Zeera cola,plastic,200ml,12,12760,2.69
6186,6186,30/09/17,Meghalaya,144302,Dealer_5,Zeera cola,can,300ml,20,15083,0.82
6188,6188,30/09/17,Meghalaya,144302,Dealer_5,Litchi,plastic,250ml,15,23260,1.02
6189,6189,30/09/17,Meghalaya,144302,Dealer_5,Apple,plastic,250ml,20,19831,1.97
6190,6190,30/09/17,Meghalaya,144302,Dealer_5,Litchi,can,200ml,10,40345,0.45
